_id,author_id,display_username,username,user_description,time,twt_id,text,tag,crop_tags,pred_Observation,Observation?,Pertinence? (/10),Info temporalite,Info localisation,Classification,remarque
615eff5d2effc0945fc96923,1200557464606969856,Le Quéré Frédéric 🇫🇷 🇨🇲,FredericQuere,"Agriculteur 🐷🐮🌽, ingénieur en agriculture. Pour la science et le factuel. Contre l'obscurantisme et les marchands de peur. #agripapa x3. ♿",2021-09-16T08:03:21.000Z,1438413180095672320,"Ces mêmes insectes qui, soit mangent la graine(taupin...), soit consomment la plante (puceron... ) ou la blessent qui provoquent des lésions favorisant les maladies cryptogamiques : jaunisse dans le cas de la betterave.",taupin,"['betterave', 'bette à cardes']",0.00530803669244051,0,0,0,0,information,
615eff5d2effc0945fc96947,1379776390501969925,casimir laine,CasimirLaine,Etudiant Jardinier en 4ème année,2021-08-24T05:50:42.000Z,1430044878176759808,#insectID Est-ce que vous pouvez m'aider à identifier cette larve ( 1 bon cm de long) qui creuse des galeries dans les pommes de terre? Classiquement on l'appelle taupin mais plus précisément ? https://t.co/owRGpGou7Y,taupin,['pommier'],0.00542079284787178,1,2,1,0,observation,demande de confirmation
615eff5d2effc0945fc96965,608529034,Ewwet Kan,EwwetKan,,2021-08-08T13:29:52.000Z,1424362225175863300,"Le gourbi kabyle, 1890 - Jules-Charles-Clément Taupin https://t.co/SMVv9Vbuf5 #painting #paintings #paintingoftheday #peinture #Algérie #Kabylie",taupin,['blé tendre'],0.005321664270013571,0,0,0,0,hors sujet,
615eff5d2effc0945fc96981,836290079429636096,Jean-Pierre,louislsn,,2021-07-14T19:26:59.000Z,1415392401380761609,Ce tweet qui résume parfaitement la situation d’un taupin attendant la fin de ses oraux mi juillet pour se faire vacciner et qui ne pourra probablement pas profiter de ses vacances méritées après 3 ans de calvaire https://t.co/u8pq2TDNbJ,taupin,['attier'],0.005556365940719843,0,0,0,0,hors sujet,
615eff5d2effc0945fc9698f,416187520,Molliere David,MolliereDavid,"#france🇨🇵 #bzh @FChretienne @auvrhone
#isara #FederationDCF #fragtw @FNATTP
#chasse @Syrah",2021-07-06T22:28:27.000Z,1412538965962506241,"Réveil spinosad est utilisé en bio en mais sur taupin bebete du sol au semis , sur pyrales insectes foreurs stade 6 feuilles et plus sur taupin en pomme de terre... Et bien.. d'autres spécialités",taupin,"['pomme de terre', 'pommier']",0.005428757518529892,0,0,0,0,information,
615eff5d2effc0945fc9699a,980788166138449921,hub_observateur,hub_observateur,Cultivateur de grandes cultures à la recherche de nouveaux équilibres agronomiques. Observateur assidu des bio indicateurs et auxiliaires des cultures.,2021-06-29T10:55:43.000Z,1409827915441709057,Ce doit étre un taupin adulte les araignées à toiles savent les capturer visible dans les blé pendant encore quelques semaines ....les araignées ont un rôle à jouer aussi contre les ravageurs du sol https://t.co/jqWzWYtYGI,taupin,['blé'],0.005363674834370613,1,2,1,0,observation,confirmation
615eff5d2effc0945fc969a4,875643908276998146,Jonathan Thévenet,jonathan_T_FD,Développement Variétés Céréales et Protéagineux #FlorimondDesprez. Mes tweets n'engagent que moi.,2021-06-25T10:26:34.000Z,1408371031711043584,"Le choix des maux! A ce stade, je préfère voir du taupin sur épis que de l’ergot sur triticale ou blé. https://t.co/HIoVEtIUlS",taupin,"['triticale', 'blé']",0.005419556051492691,1,2,1,0,observation,
615eff5d2effc0945fc969ac,261434313,Anissa Benkh,AnissaBenkh,"French girl, like dancing, singing and feeling like a Rockstar in my bathroom 🎤  Event Manager @OVHcloud",2021-06-19T13:36:23.000Z,1406244471075921921,"« Cloud : ce que vous utilisez tous les jours sans même le savoir » c’est le sujet de cette dernière table ronde animée par et en présence de Adelina Mattera, Antoine Escudier et Stéphane Taupin ! Prochainement en ligne ! https://t.co/jb9o0ipsBP",taupin,"['attier', 'lin']",0.005352420266717672,0,0,0,0,hors sujet,
615eff5d2effc0945fc969c4,1097585604542586880,Aufranc Yves,AufrancYves,"éleveur chèvres laitière
Terres froides
Isère",2021-06-07T20:55:09.000Z,1402006234664951808,"Enfin ! Bébé #maïs à j+7 en pleine croissance laisse espérer une belle récolte... à condition que les #taupin, les #limace,les #corbeaux,les #sanglier l'épargnent. #biodiversite #CeuxQuiFontLeLait https://t.co/OK1uNklRc4",taupin,['maïs'],0.9904244542121887,1,0,1,0,observation,observation de la plante mention du taupin générale
615eff5d2effc0945fc969d0,477148652,Emmanuel 🚜🐮🌾🌽,EmmanuelSagot,jeune agri! papa et chéri comblé. 👍😊 mes tweets n’engagent que moi. #bovin #semence #légumes #céréales #irrigation #positiveagriculture #agridemain #fragtw,2021-06-02T08:05:33.000Z,1400000620342431747,"Pour résumer les dégats qu’on subit: Corbeaumaïs, tournesol Moucheharicot, maïs Taupintoutes cultures Pucerontoutes cultures La liste est encore longue, et NON la #nature n’est pas toujours bienveillante",taupin,"['haricot', 'maïs', 'tournesol']",0.005328544415533543,0,0,0,0,information,
615eff5d2effc0945fc969d4,1138769063294001152,Rythiel 🔻,Rythiel_Myrddyn,"Nain, druide, anar, je glane des connaissances sur le vivant avec ma boîte à images
Et je shitposte, aussi

#deconjugalisationAAH #Cluzelpoubelle",2021-06-01T18:26:30.000Z,1399794501099610121,Cryptocephalus Taupin des jardins Isomira Tenthrède Les arachnophobes peuvent s'arrêter ici https://t.co/a5VFcl3tbM,taupin,['jardin'],0.005391047336161137,0,0,0,0,information,
615eff5d2effc0945fc969d9,727821774319169541,R06WARTS,DrFaustIII,"6RAT 
 -
6REAT R06WARTS ACADEMY of TIMES

-

Founder : RO06WARTS HUGH

 -

Project: to build a wooden spaceship with wooden motor

Graphene, in fact....",2021-05-28T12:59:32.000Z,1398262664640483335,"Demandez au taupin du coin. Il vous dira que c'est beaucoup, car les espaces vectoriel c'est pas des simples patates, c'est plus compliqué, mais ça vous pouvez pas le comprendre car vous êtes pas taupins, personne ne peut comprendre la souffrance des taupins. https://t.co/eUMjFLDhzW",taupin,['pomme de terre potagère'],0.00530330091714859,0,0,0,0,hors sujet,
615eff5d2effc0945fc969ea,2221237675,Clément BETARD,C_betard85,Agriculteur en Vendée depuis 2020  Producteur de 🐷 et de 🐮 charolaises.,2021-05-27T13:50:04.000Z,1397912993082531842,"Il faut parler de ses échecs: Une histoire en 4 actes. - Le 12 novembre, nous semions une parcelle de 8,2ha en triticale - Le 5 mars, je la déchaume, décimée par le taupin, implantation d’une orge de printemps - Sécheresse - aujourd’hui, je la fauche, potentiel de rdt ridicule https://t.co/p0ZPl0obiz",taupin,"['triticale', 'orge', 'orge de printemps']",0.005723255220800638,1,0,1,0,observation,observation des dégats sur rendement final
615eff5d2effc0945fc969f1,608529034,Ewwet Kan,EwwetKan,,2021-05-26T17:17:58.000Z,1397602925757796353,La fileuse - Jules-Charles-Clément Taupin https://t.co/kr7WdzBdMI #paintings #painting #paintingoftheday #peinture #Algérie,taupin,['blé tendre'],0.00537281995639205,0,0,0,0,hors sujet,
615eff5d2effc0945fc969f2,1234410402638901248,Bruno Grand_MAS Seeds,BrunoGrand1,"MAS Seeds
Délégué Semences et Cultures 37-41-44-45-49-53-72-79-85",2021-05-26T15:44:39.000Z,1397579440402665485,"Pris en flagrant délit [...] M.Taupin, vous êtes en état d'arrestation #maïs #masseeds https://t.co/8CYxp8KvbL",taupin,['maïs'],0.98135906457901,1,8,0,0,observation,
615eff5d2effc0945fc969f6,146437344,CALMO Fenotte,fenottec,NI DIEU NI MAÎTRE,2021-05-25T05:17:11.000Z,1397059148848799748,"25 mai 1923 : A Paris, l’anarchiste Georges Taupin pénètre dans les locaux de l’Action Française à la recherche de Charles Maurras et, ne le trouvant pas, tire un coup de feu dans le plafond.",taupin,['orge'],0.005393231753259897,0,0,0,0,hors sujet,
615eff5d2effc0945fc96a06,972393865620738051,Ferme de Quéménès - Île d'Iroise,Quemenes_Iroise,"Une ferme bio autonome en énergie, sur une île de l’archipel de Molène, où vivre un séjour ressourçant au contact de la nature, en chambres et tables d'hôtes…",2021-05-18T21:49:57.000Z,1394772269591932934,"mais c'est toujours Dame Nature qui décide à la fin ! - ""Tiens et si après le froid et le manque d'eau je leurs mettais un petit peu de taupin et de hanneton pour finir de manger les pommes de terre que les lapins n'auront pas dégustées ? "".. Merci tout de même,Dame 5/7",taupin,['pommier'],0.00534836994484067,0,0,0,0,hors sujet,
615eff5d2effc0945fc96a07,191170947,Visio-Crop 🌾,VisioCrop,"Crée par Luc Lorin, Agriculteur passionné par la modélisation et la météo. Développe des OAD pour agriculteurs, négoces et assureurs.
Consultant en Roumanie.",2021-05-18T09:36:50.000Z,1394587777367519232,Crop tour Roumanie : le taupin pose également des problèmes sur maïs https://t.co/NwBVQvYcOy,taupin,['maïs'],0.9906313419342041,1,8,0,1,observation,
615eff5d2effc0945fc96a13,1032607584996519936,Choiselat Frédéric 🌻🍭🌿...🐝🐞,ChoiselatF,"#agriculteur producteur de céréales,  betterave,  luzerne déshydratation,  chanvre, semence graminée. 
 couverts intercultures depuis 50ans...et apiculteur",2021-05-13T08:23:06.000Z,1392757279926194177,"Pour groupe avec problématiques insectes, altises, teignes, lixus, hanneton, taupin, puceron....qui est au coeur du changement climatique, gel, sécheresse....avec un solide cursus psychologique pour soutien moral Je ne parle pas des actions transversales...@GDAOuestAubois",taupin,"['gel', 'blé']",0.005396219901740551,0,0,0,0,information,
615eff5d2effc0945fc96a17,701851430039244801,🔻 Kramps 🔻,WilliamKrampsB,"Kill your idols
He/il
Fuck off and destroy.",2021-05-11T14:11:12.000Z,1392120107888005122,"Un Etaridae sp, (un taupin, tu le mets sur le dos, il saute pour se remettre d'aplomb, avec son copain à droite) https://t.co/CDzMsTfe7K",taupin,['blé tendre'],0.00527875917032361,0,0,0,0,information,
615eff5d2effc0945fc96a1c,1138769063294001152,Rythiel 🔻,Rythiel_Myrddyn,"Nain, druide, anar, je glane des connaissances sur le vivant avec ma boîte à images
Et je shitposte, aussi

#deconjugalisationAAH #Cluzelpoubelle",2021-05-10T15:09:24.000Z,1391772367676919813,genre Oedemera Taupin à plaques velues Taupin des jardins sous-genre Melanthaxia https://t.co/AkZnlbvjtP,taupin,['jardin'],0.005290768574923277,0,0,0,0,information,
615eff5d2effc0945fc96a1f,299828648,Buard Vincent🌻🐞👨‍🌾,bubu1664,Cultivateur👨‍🌾de biodiversité  https://t.co/guCX7bQfry Charente nord 16 agri/jardinier #FrAgTw #agriculteur #ComPositi,2021-05-09T10:47:40.000Z,1391344108422275073,"Ante précédent colza et autonome pluvieux coktail limaces ? Ici ras juste 2 parcelles de maïs a traité, dans le tournesol c'est le taupin qui a fait dégâts et les oiseaux grignoter les cotyledons",taupin,"['maïs', 'colza', 'tournesol']",0.991405725479126,1,2,0,0,hors sujet,
615eff5d2effc0945fc96a27,1132036159,AAC Canada,AAC_Canada,Agriculture et Agroalimentaire Canada | Conditions d'utilisation: https://t.co/ovYxyd21lc | English: @AAFC_Canada,2021-05-06T15:15:17.000Z,1390324294400552963,"Le taupin pose des problèmes aux producteurs de pommes de terre de l’#AgCan, mais nos scientifiques trouvent des solutions! Des études révèlent qu’une substance chimique dans la racine du sarrasin peut aider à lutter contre ce ravageur. Plus d’info: https://t.co/jK9BRkVCyV #AISV https://t.co/9yBADZrS7S",taupin,"['pommier', 'grande culture', 'sarrasin']",0.005322959274053574,0,0,0,0,information,
615eff5d2effc0945fc96a49,984432128640409601,Joris  Cuny,CunyJoris,Expérimentation grandes cultures Coopérative Agricole de Céréales 68,2021-04-20T07:15:27.000Z,1384405336614965248,Attention à la pression taupin en cette période froide. #cac68 https://t.co/v2J1ur7PB6,taupin,['attier'],0.006757325027137995,1,2,1,0,observation,observation ds données météo pas directement du ravageur
615eff5d2effc0945fc96a4b,836975493974982658,aubry pascal,pascalaubrycr1,Éleveur de porcs / Fier d’être agriculteur et de défendre ce métier / Passionné de chasse  de nature,2021-04-19T20:02:53.000Z,1384236076710068232,Tu trouves un producteur de patate qui en a trop et tu les enterres couper en morceaux ! Le taupin adore !,taupin,['pomme de terre potagère'],0.005281373858451843,0,0,0,0,information,
615eff5d2effc0945fc96a54,2325805711,adnet arnaud,arn_adn,,2021-04-14T19:20:47.000Z,1382413545166544900,Je peux te le dire j'ai du plan de pomme de terre bio et non bio Le plan bio est dégueulasse et bourré de trou de taupin ( j'espère que je ne vais pas pourrir ma parcelle,taupin,"['pomme de terre', 'pommier']",0.991199791431427,0,0,0,0,information,
615eff5d2effc0945fc96a5a,1962371485,Christian Rousseau,ChrRousseau,Agriculteur en ACS et viticulteur ingénieur AgroParis.,2021-04-12T18:30:22.000Z,1381676079698558983,Zabre des céréales. Chez moi c’est le taupin qui fait son retour. Merci le retrait des nni,taupin,['céréale'],0.990323543548584,1,2,1,1,observation,
615eff5d2effc0945fc96a67,16689017,Garlatti Serge,garlatti,,2021-04-07T15:03:05.000Z,1379811978429009927,"IMTAtlantique: [Concours Mines-Ponts] Les épreuves écrites sont maintenues du 26 au 29 avril ! Candidats et parents d'élèves, découvrez sans attendre la #formation d'#ingénieur ! https://t.co/grL7LKTpmt #CCMP #taupin #prepa #concours … https://t.co/48PuzT2PA9",taupin,['attier'],0.00560480123385787,0,0,0,0,hors sujet,
615eff5d2effc0945fc96a68,51468468,IMT Atlantique,IMTAtlantique,"Une grande école d'#ingénieurs associant #numérique, #énergie et #environnement #France #IMTAtlantique",2021-04-07T14:57:05.000Z,1379810466613051400,"[Concours Mines-Ponts] Les épreuves écrites sont maintenues du 26 au 29 avril ! Candidats et parents d'élèves, découvrez sans attendre la #formation d'#ingénieur ! https://t.co/KnNe2GJDmw #CCMP #taupin #prepa #concours #CPGE https://t.co/IkLiiTQYHx",taupin,['attier'],0.005465460009872913,0,0,0,0,hors sujet,
615eff5d2effc0945fc96a6e,3959023822,Amazonia_is_here ⚪❤️⚪,Ecology_now,"4 sides of #Forests #Biodiversity #Wetlands #Amazonia #Extinction
#PuszczaBiałowieska #Carpathians #Agriculture #LasMokrzanski
Otwórz oczy, środowisko znika...",2021-04-04T18:23:04.000Z,1378775141484728323,"Jean-Marie Taupin installé en Pologne, les Sudètes, près du parc nat. Karkonosze. Il a remarqué que les zones précieuses du Mont. à l'extérieur du parc sont excessivement coupés - fait appel aux autorités de ville Jelenia G. à + profonde protection de forêt. #France en Pologne. https://t.co/iffmfjW1jk",taupin,['arboriculture'],0.9860172867774963,0,0,0,0,hors sujet,
615eff5d2effc0945fc96a90,1322141403082821637,Gratin Dauphinois atomique 🥔☢️,mat_augmente,"Dauphinois de souche par assimilation. PAM certifié. Gauche tartiflette, écologie et shitpost. Grenoblisme mental",2021-03-24T16:26:20.000Z,1374759496132792320,"c'est évident que ça dépend des facs/parcours et des prépas qu'on va regarder, mais faut pas se leurrer quand même que le taupin moyen a bcp plus de chances de se balader en licence que l'inverse, c'est juste ce que je voulais dire",taupin,['surface toujours en herbe'],0.0053902496583759785,0,0,0,0,hors sujet,
615eff5d2effc0945fc96a9a,1361320570059690001,CEPPobjectif,CEPPobjectif,La #transition agroécologique se met en place partout  Capitalisons les bonnes idées et #partageons-les 💡 #Ecophyto,2021-03-22T15:00:02.000Z,1374013003062865928,#FicheDuJour Biocontrôle #taupin #maïs https://t.co/jf0eRCIIR9 https://t.co/KYZN6NtD4c,taupin,['maïs'],0.005406999960541725,0,0,0,0,information,
615eff5d2effc0945fc96ab2,738682323785388032,Pinsson Laurent,LaurentPinsson,technicien chez AGORA secteur Mesnil en Thelle,2021-03-15T18:54:53.000Z,1371535391153651719,Traitement de semences du blé ? Les symptômes s’aggravent depuis la reprise de végétation ? Pas toujours facile de trouvé le taupin dans les parcelles caillouteuses. Mais c’est une possibilité amplifiée si il y a eu un désherbage d’automne .,taupin,"['semence', 'blé']",0.0053272731602191925,1,2,1,0,observation,
615eff5d2effc0945fc96ac0,1032759043897675776,Khârlos,VreThomas,"PC* qui intègre Polytech Lille
Ex Secrétaire au BDE Robespierre
Jvous aime les khubes de PC",2021-03-07T22:24:40.000Z,1368689079680962562,Je viens de donner le serment du taupin à mes bizuths. J'ai hâte du carnage la semaine prochaine (note à vous j'ai pas encore commencé ce qui vous attend si vous l'apprenez pas mais j'ai des bonnes idées),taupin,['attier'],0.00544044841080904,0,0,0,0,hors sujet,
615eff5d2effc0945fc96ad1,1023951040796938240,Un jardin dans le Marais poitevin,ChroniqueJardin,Mille et une petites choses d’un jardin et du marais alentour. Quelque part en bord de Sèvre niortaise. #MaraisPoitevin #Biodiversité #Insectes #PlantesSauvages,2021-03-01T05:47:38.000Z,1366263842444042244,Premières fleurs de prunellier pour le Taupin sanguin. #Haie #Coléoptère #Jardin Découvrir le Taupin sanguin sur le blog du jardin : https://t.co/wSEuKWqPIe https://t.co/Xf7LA7tRoN,taupin,"['floriculture', 'jardin', 'prunier']",0.005458489991724491,0,0,0,0,information,taupin sanguin à considérer comme le taupin violacé : pas une problématique agricole
615eff5d2effc0945fc96ae2,2325805711,adnet arnaud,arn_adn,,2021-02-18T12:03:09.000Z,1362372075961344004,Mais bon quand vous avez une attaque de taupin tout par en déchet et seulement dû au manque de possibilités de lutte contre lui Et nous allons avoir la même chose avec le blé,taupin,['blé'],0.005423037800937891,0,0,0,0,information,
615eff612effc0945fc96d80,45536518,Olivier 🐿️,gloupin,"Professor (@Polytechnique), Cryptographer 

You make it, i prove it...

he/him/any",2021-02-11T17:26:46.000Z,1359916804789972996,le lapin taupin peint un pain sur un pin.,taupin,['blé tendre'],0.005718558095395565,0,0,0,0,hors sujet,
615eff612effc0945fc96d81,969514519268642816,gauthier,gauthier12240,"Si vous voulez comprendre pourquoi les agris font ce qu'ils font suivez moi.
Mieux que farming simulator mais sans les gros tracteurs.",2021-02-11T08:32:36.000Z,1359782375706787840,"Ah pardon ! C'était pour les doryphores. Le taupin, ben on essaye d'arracher tôt, il y a aussi un effet variété et puis on epluche +. Sinon un autre solution est de les faire derrière 2 céréales. Ça limite.",taupin,['céréale'],0.005403087940067053,0,0,0,0,information,
615eff612effc0945fc96d90,1210252216122183681,Hélène paris ou ailleurs 🇫🇷✝️,Hlneaparis1,"anti macroniste primaire. Française, catholique, déteste le gauchisme ruisselant et nauséabond. 🇫🇷 à droite - soutien 🇮🇱 🇬🇷",2021-02-06T09:21:45.000Z,1357982805360332800,"Yeap, je confirme. J’étais taupin au milieu des années 80, mon fils est taupin maintenant.... les intégrales triples ne sont plus en enseignées",taupin,['millet'],0.0053755962289869785,0,0,0,0,hors sujet,
615eff612effc0945fc96da0,1097911769773887490,Corteva France,CortevaFR,"Corteva Agriscience, 100% dédié à l’agriculture. #CultivonsDemain: l’#innovation pour #ceuxquiproduisent en assurant le progrès d’une #agriculture responsable",2021-01-27T13:00:02.000Z,1354413857658298372,"Gildas #agriculteur #bio dans le Morbihan lutte contre le taupin sur sa parcelle de #maïs. Pour éviter des rendements faibles, il a décidé d'appliquer notre solution d'origine naturelle et c'est un succès https://t.co/uvYJGT82yf",taupin,['maïs'],0.9909178614616394,0,0,1,0,pub,pub
615eff612effc0945fc96dc1,1097911769773887490,Corteva France,CortevaFR,"Corteva Agriscience, 100% dédié à l’agriculture. #CultivonsDemain: l’#innovation pour #ceuxquiproduisent en assurant le progrès d’une #agriculture responsable",2021-01-12T09:56:08.000Z,1348931760449597440,"De nouvelles solutions pour le maïs sont développées chez Notre but est d’offrir une solution naturelle pour lutter contre le taupin tout en garantissant rentabilité, productivité aux #agriculteurs https://t.co/6lZzQklKXN",taupin,['maïs'],0.005340375006198883,0,0,0,0,pub,
615eff612effc0945fc96df2,4008321436,CAB BIO PAYS DE LA LOIRE,CAB_BIO_PDL,Organisation de producteurs #bio #paysdelaloire. Développement de l'#agriculture bio. Adhérente à la #fnab. #PDL. #TransitionAgricole. #BioPourLeClimat #AgriBio,2020-12-21T10:44:19.000Z,1340971352786923520,C'est le moment de prendre du temps pour lire... Retrouvez toutes nos publications techniques #bio 2020 : - Elever des Lapins Bio - Elever des Chèvres Bio - Elever des Bovins Bio - Taupin du Maraicher A consulter https://t.co/iNS46AUYjd https://t.co/FzceGK2QnV,taupin,"['vigne', 'vigne de cuve']",0.005331997759640217,0,0,0,0,hors sujet,"taupin du maraicher = nom d'une revue technique, à exclure?"
615eff612effc0945fc96e0b,1322170292,Olivier Frey,olivier_frey,"Consultant/Trainer, #coops Specialist, #food #agriculture #agribusiness #digital #retail #socent #agtech #foodtech #AI  #blockchain #EatsBusiness",2020-12-11T05:51:05.000Z,1337273680586551301,"Y aura-t-il du #cidre à l’Epiphanie ? https://t.co/fG1W1OdSPy Pas complètement inquiets mais pas totalement sereins non plus, Jean-Luc Duval (vice-président d’Agrial) et Damien Taupin (producteur de pommes à Sées-61), regardent le verre de cidre à moitié vide...",taupin,['pommier'],0.030759476125240326,0,0,0,0,hors sujet,il y a beaucoup de gens qui s'appelle Taupin : ici le sujet est agricole mais Taupin est le nom d'une personne
615eff612effc0945fc96e0f,1180951141741449216,Gouix Nicolas,GouixN,Dr. #EcologieForêts #VieillesForêts #Biodiversité #Coléoptères #Saproxylique - @CENoccitanie #Lot(46) / Chercheur invité @CNRS UMR @GEODE8 Toulouse,2020-12-08T19:39:53.000Z,1336395090693066753,Magnifique hêtraie de plaine d'Occitanie qui héberge notamment le petit coléoptère Taupin violacé classé EN danger d'extinction par qui contribue au réseau de #Vieillesforêts #Sylvae des Conservatoires d'espaces naturels https://t.co/2mMCuWofMl https://t.co/TclTFyOmkz,taupin,['arboriculture'],0.005422739312052727,0,0,0,0,hors sujet,"Là c'est particulier : le taupin violacé est bien un taupin mais ce n'est pas un ravageur mais une espèce en voie de disparition, généralement associée à de la forêt"
